product_name,units_sold,net_sales,orders,average_unit_value
ANT COPPER RED BOUDICCA BRACELET,9,44.55,6,4.95
FROG SOCK PUPPET,15,44.25,8,2.95
CHERRY BLOSSOM LUGGAGE TAG,33,43.67,6,1.32
BLUE FLOWER DES PURSE,44,43.66,6,0.99
"RETRO PILL BOX KEY CHAIN,THE KING",235,43.65,14,0.19
BLUE CHENILLE SHAGGY CUSHION COVER,43,43.15,12,1.00
"PEARL & SHELL 42""NECKL. GREEN",4,43.00,2,10.75
PAINTED LIGHTBULB STAR+ MOON,108,42.96,15,0.40
WRAP  VINTAGE DOILEY,100,42.00,2,0.42
"WRAP, CAROUSEL",100,42.00,4,0.42
WRAP SUMMER ROSE DESIGN,100,42.00,4,0.42
TRANQUILITY MASALA INCENSE,200,42.00,7,0.21
CRACKED GLAZE NECKLACE IVORY,6,41.70,2,6.95
CRACKED GLAZE NECKLACE RED,6,41.70,3,6.95
PAPER LANTERN 5 POINT STAR MOON 30,10,41.50,5,4.15
FAN BLACK FRAME,143,41.47,12,0.29
CANDY SPOT BUNNY,14,41.30,5,2.95
ANT SILVER FUSCHIA BOUDICCA RING,14,41.30,7,2.95
"STRING OF 8 BUTTERFLIES,PINK",25,41.25,6,1.65
CREAM BUNNY EASTER EGG BASKET,25,41.25,3,1.65
CREAM AND PINK FLOWERS PONY,11,41.25,5,3.75
GREEN VINTAGE EARRINGS,11,41.25,4,3.75
BLACK VINTAGE  CRYSTAL EARRINGS,11,41.25,6,3.75
FIRST CLASS HOLIDAY PURSE,11,40.97,5,3.72
PINK FLY SWAT,63,40.95,25,0.65
MINITURE ANTIQUE ROSE HOOK IVORY,48,40.80,4,0.85
BUTTERFLY HAIR BAND,16,40.80,4,2.55
LITTLE PINK MONSTER SOFT TOY,16,40.80,7,2.55
DOGGY RUBBER,193,40.53,29,0.21
ROUND BLUE CLOCK WITH SUCKER,211,40.09,10,0.19
CANDY SPOT TEA COSY,27,40.05,2,1.48
"LETTER ""C"" BLING KEY RING",52,40.04,9,0.77
ROCOCO WALL MIROR,2,39.90,1,19.95
BLUE MURANO TWIST NECKLACE,4,39.80,3,9.95
LA PALMIERA TILE HOOK,45,39.78,11,0.88
FREESTYLE CANVAS ART PICTURE,41,39.65,18,0.97
PINK CRYSTAL+GLASS BRACELET,8,39.60,3,4.95
CHILDRENS SPACEBOY MUG,24,39.60,2,1.65
PINK DOG CANNISTER,14,39.30,4,2.81
SET/4 BUTTERFLY MIRROR MAGNETS,79,39.20,13,0.50
SET OF 36 VINTAGE CHRISTMAS DOILIES,27,39.15,6,1.45
FAIRY CAKE NOTEBOOK A5 SIZE,46,39.10,5,0.85
MULTICOLOUR EASTER RABBIT,20,39.00,4,1.95
FUSCHIA TABLE RUN FLOWER,27,38.75,5,1.44
BLACK MEDIUM GLASS CAKE STAND,19,38.69,8,2.04
BLUE POLKADOT PUDDING BOWL,29,38.67,7,1.33
ASSORTED COLOUR SUCTION CUP HOOK,202,38.38,13,0.19
DROP DIAMANTE EARRINGS CRYSTAL,13,38.35,3,2.95
PINK STRAWBERRY HANDBAG,13,38.35,5,2.95
LA PALMIERA WALL THERMOMETER,15,38.25,10,2.55
CANDY SPOT HEART DECORATION,45,38.25,8,0.85
NEW BAROQUE BLACK BOXES,3,38.25,3,12.75
WHITE FRANGIPANI NECKLACE,15,38.25,4,2.55
PINK YELLOW PATCH CUSHION COVER,5,38.25,3,7.65
RED POLKADOT PUDDING BOWL,32,38.13,6,1.19
T-LIGHT HOLDER SILVER SAUCER,41,38.03,6,0.93
FLAG OF ST GEORGE,23,37.95,7,1.65
PINK CHRYSANTHEMUMS ART FLOWER,18,37.80,1,2.10
PAPER LANTERN 9 POINT HOLLY STAR 40,6,37.50,3,6.25
RUBY DROP CHANDELIER EARRINGS,10,37.50,3,3.75
GREEN CAT FLORAL CUSHION COVER,10,37.50,4,3.75
FLOWER BURST SILVER RING CRYSTAL,10,37.50,6,3.75
IVORY SCULPTED RND CANDLE,44,37.40,7,0.85
HOT WATER BOTTLE BABUSHKA LARGE,8,37.20,1,4.65
SQUARE METAL CANDLEHOLDER BASE,52,36.52,8,0.70
VANILLA INCENSE 40 CONES IN TIN,29,36.25,12,1.25
GREY ACRYLIC FACETED BANGLE,26,35.90,3,1.38
ASSORTED CAKES FRIDGE MAGNETS,55,35.75,8,0.65
PINK/FLOWER RABBIT EGG WARMER,17,35.70,4,2.10
PINK FOXGLOVE ARTIIFCIAL FLOWER,14,35.70,3,2.55
COPPER/OLIVE GREEN FLOWER NECKLACE,6,35.70,4,5.95
BLACK DROP CRYSTAL NECKLACE,12,35.40,2,2.95
PINK ENAMEL FLOWER HAIR TIE,12,35.40,2,2.95
CRYSTAL HOOP EARRING FLORAL LEAF,12,35.40,6,2.95
BLUE POLKADOT PURSE,9,35.07,5,3.90
PINK CLEAR GLASS CANDLE PLATE,28,35.00,3,1.25
"RETRO PILL BOX , REVOLUTIONARY",189,34.91,10,0.18
LEAVES MAGNETIC  SHOPPING LIST,24,34.80,2,1.45
IVORY GOLD METAL BAG CHARM,5,34.77,3,6.95
"LETTER ""K"" BLING KEY RING",47,34.75,12,0.74
RIVIERA NECKLACE,7,34.65,2,4.95
CD WALL TIDY BLUE OFFICE,96,34.56,2,0.36
HEN HOUSE W FAMILY IN BARN & NEST,49,34.51,9,0.70
GOLD APERITIF GLASS,88,34.32,2,0.39
MONEY BOX FIRST AID DESIGN,43,34.32,10,0.80
"GREETING CARD, OVERCROWDED POOL.",180,34.20,15,0.19
FILIGREE DIAMANTE EARRINGS,8,34.00,4,4.25
PINK BUTTERFLY WASHBAG,8,34.00,5,4.25
NEW BAROQUE B'FLY NECKLACE RED,4,34.00,2,8.50
GOLD M.O.P ORBIT DROP EARRINGS,8,34.00,5,4.25
FLOWER BLUE CLOCK WITH SUCKER,117,33.93,8,0.29
FUNKY FLOWER PICNIC BAG FOR 4,2,33.90,2,16.95
36 PENCILS TUBE POSY,27,33.75,11,1.25
BLUE STONES ON WIRE FOR CANDLE,404,33.75,17,0.08
CRYSTAL SEA HORSE PHONE CHARM,90,33.66,8,0.37
BLACK SIL'T SQU CANDLE PLATE,16,33.60,2,2.10
DOLLY GIRL MINI RUCKSACK,8,33.20,2,4.15
WHITE WITH BLACK CATS PLATE,78,33.18,3,0.43
NECKLACE+BRACELET SET FRUIT SALAD,13,33.15,12,2.55
TURQ ICE CREAM BUM BAG,13,33.15,3,2.55
FLOWER FAIRY INCENSE BOUQUET,61,32.35,5,0.53
YELLOW BREAKFAST CUP AND SAUCER,49,31.91,14,0.65
DANISH ROSE UMBRELLA STAND,2,31.90,2,15.95
"FLOWER GLASS GARLAND NECKL.36""GREEN",4,31.80,2,7.95
"FLOWER GLASS GARLD NECKL36""TURQUOIS",4,31.80,1,7.95
SET/9 CHRISTMAS T-LIGHTS SCENTED,25,31.25,7,1.25
PINK BREAKFAST CUP AND SAUCER,21,31.23,7,1.49
SET 12 COLOUR PENCILS DOILEY,48,31.20,3,0.65
CANNABIS LEAF BEAD CURTAIN,36,30.60,2,0.85
YULETIDE IMAGES S/6 PAPER BOXES,12,30.60,7,2.55
BAKING MOULD CHOCOLATE CUP CAKES,12,30.60,2,2.55
BAKING MOULD CUPCAKE CHOCOLATE,12,30.60,1,2.55
BLACK CHRISTMAS FLOCK DROPLET,24,30.00,1,1.25
WHITE CHRISTMAS FLOCK DROPLET,24,30.00,1,1.25
BUTTERFLY CUSHION COVER,8,30.00,2,3.75
GREEN PAIR HEART HAIR SLIDES,8,30.00,2,3.75
EDWARDIAN DROP EARRINGS JET BLACK,8,30.00,4,3.75
GIFT BAG LARGE 50'S CHRISTMAS,24,30.00,2,1.25
ENAMEL BOWL PANTRY,24,30.00,2,1.25
PINK HEART DOTS HOT WATER BOTTLE,8,30.00,4,3.75
ENAMEL JUG PANTRY,8,30.00,2,3.75
PINK ROSEBUD & PEARL NECKLACE,4,30.00,2,7.50
BIRTHDAY BANNER TAPE,24,30.00,1,1.25
CAPIZ CHANDELIER,1,29.95,1,29.95
GLASS CAKE COVER AND PLATE,2,29.90,1,14.95
PALE PINK/AMETHYST STONE NECKLACE,3,29.85,2,9.95
SILVER/BLACK ORBIT NECKLACE,3,29.85,2,9.95
PURPLE AMETHYST NECKLACE W TASSEL,3,29.85,3,9.95
"GREETING CARD, STICKY GORDON",157,29.83,14,0.19
CHRISTMAS MUSICAL ZINC HEART,35,29.75,5,0.85
WHITE/PINK CHICK EASTER DECORATION,35,29.75,9,0.85
DIAMOND LAS VEGAS NECKLACE 45CM,5,29.75,3,5.95
IVORY PENDANT TRIPLE SHELL NECKLACE,6,29.70,2,4.95
GOLD DIAMANTE STAR BROOCH,6,29.70,3,4.95
LIGHTHOUSE PRINTED METAL SIGN,6,29.70,3,4.95
MODERN VINTAGE COTTON SHOPPING BAG,22,29.70,8,1.35
"WALL ART,ONLY ONE PERSON",6,29.70,1,4.95
ORANGE/WHT/FUSCHIA STONES NECKLACE,6,29.70,1,4.95
PINK FLOCK GLASS CANDLEHOLDER,38,29.68,5,0.78
"ACRYLIC JEWEL ANGEL,PINK",78,29.64,2,0.38
ANT SILVER PURPLE BOUDICCA RING,10,29.50,5,2.95
15 PINK FLUFFY CHICKS IN BOX,10,29.50,7,2.95
PINK VINTAGE VICTORIAN EARRINGS,10,29.50,3,2.95
OLD DOC RUSSEL METAL SIGN,14,29.40,3,2.10
VIP HOLIDAY PURSE,8,29.28,6,3.66
FRENCH CHATEAU OVAL PLATTER,15,29.25,6,1.95
"LETTER ""L"" BLING KEY RING",51,29.19,5,0.57
ASS COL LARGE SAND FROG P'WEIGHT,27,28.35,7,1.05
PACK OF 12 DOILEY TISSUES,72,28.08,2,0.39
TRANSPARENT ACRYLIC TAPE DISPENSER,31,27.91,9,0.90
PINK NEW BAROQUE FLOCK CANDLESTICK,6,27.90,3,4.65
PINK/AMETHYST/GOLD NECKLACE,4,27.80,1,6.95
ASSORTED COLOURED CIRCLE MOBILE,65,27.30,7,0.42
"LETTER ""E"" BLING KEY RING",41,27.25,8,0.66
GLOW IN DARK DOLPHINS,129,27.09,28,0.21
FRUIT SALAD BAG CHARM,16,27.04,3,1.69
ENVELOPE 50 CURIOUS IMAGES,50,27.02,10,0.54
PINK CHERRY LIGHTS,4,27.00,1,6.75
High Resolution Image,4,27.00,3,6.75
TIGRIS EYE CHUNKY CHARM BRACELET,3,26.85,2,8.95
DUSTY PINK CHRISTMAS TREE 60CM,9,26.55,2,2.95
TURQ STONE/CRYSTAL EARRINGS,9,26.55,3,2.95
FROG KING WATERING CAN,9,26.55,2,2.95
LARGE MINT DIAMANTE HAIRSLIDE,16,26.40,6,1.65
KNITTED RABBIT DOLL,16,26.40,1,1.65
BEST DAD CANDLE LETTERS,31,26.35,8,0.85
SILVER DROP EARRINGS WITH FLOWER,7,26.25,3,3.75
WHITE VINTAGE CRYSTAL EARRINGS,7,26.25,3,3.75
GLITTER SNOW PEAR TREE DECORATION,18,26.10,2,1.45
SET OF 4 GREEN CAROUSEL COASTERS,25,26.05,9,1.04
"LETTER ""S"" BLING KEY RING",40,26.00,6,0.65
"LETTER ""D"" BLING KEY RING",39,25.71,7,0.66
CHERRY BLOSSOM TABLE CLOCK,6,25.70,3,4.28
SWEETHEART CARRY-ALL BASKET,3,25.50,3,8.50
SET OF 16 VINTAGE IVORY CUTLERY,2,25.50,2,12.75
SILVER BLACK ORBIT DROP EARRINGS,6,25.50,3,4.25
NEW BAROQUE SMALL NECKLACE BLACK,3,25.50,2,8.50
GLASS BEAD HOOP NECKLACE AMETHYST,3,25.50,3,8.50
GLASS BEAD HOOP NECKLACE GREEN,3,25.50,2,8.50
PAIR OF PINK FLOWER CLUSTER SLIDE,10,25.50,4,2.55
VINTAGE KEEPSAKE BOX PINK FLOWER,4,25.40,2,6.35
WHITE ALLIUM  ARTIFICIAL FLOWER,15,25.35,3,1.69
IVORY PANTRY HANGING LAMP,2,25.00,1,12.50
HARDMAN MUG 3 ASSORTED,64,24.96,12,0.39
BELL HEART ANTIQUE GOLD,12,24.96,1,2.08
SET OF 4 KNICK KNACK TINS  DOILEY,6,24.90,1,4.15
AQUA BERTIE GLASS BEAD BAG CHARM,19,24.90,3,1.31
COPPER AND BRASS BAG CHARM,4,24.81,2,6.20
CROCHET BEAR RED/BLUE  KEYRING,15,24.75,3,1.65
SILVER LOOKING MIRROR,5,24.75,2,4.95
GIRLY PINK TOOL SET,5,24.75,1,4.95
VINTAGE ENAMEL & CRYSTAL NECKLACE,5,24.75,2,4.95
GARDEN PATH NOTEBOOK,15,24.75,8,1.65
MURANO STYLE GLASS BRACELET GOLD,7,24.50,3,3.50
PAINTED LIGHTBULB RAINBOW DESIGN,64,24.48,6,0.38
75 BLACK PETIT FOUR CASES,57,23.94,17,0.42
JET BLACK LAS VEGAS NECKLACE 45CM,4,23.80,2,5.95
UNION JACK HOT WATER BOTTLE,4,23.80,1,5.95
TOAST ITS - DINOSAUR,19,23.75,10,1.25
RABBIT EASTER DECORATION,8,23.60,3,2.95
MIDNIGHT BLUE DROP CRYSTAL NECKLACE,8,23.60,2,2.95
GOLD WASHBAG,8,23.60,3,2.95
SILVER M.O.P. ORBIT NECKLACE,8,23.60,3,2.95
PINK GREEN EMBROIDERY COSMETIC BAG,8,23.60,6,2.95
AMBER GLASS TASSLE BAG CHARM,8,23.60,2,2.95
"GARLAND, MAGIC GARDEN 1.8M",12,23.40,1,1.95
CANNISTER VINTAGE LEAF DESIGN,12,23.40,2,1.95
PINK PARTY SUNGLASSES,12,23.40,6,1.95
ZINC PLANT POT HOLDER,8,23.12,1,2.89
PINK FELT EASTER EGG BASKET,14,23.10,4,1.65
HANGING HEART BASKET,11,23.10,3,2.10
ZINC T-LIGHT HOLDER STARS LARGE,24,22.80,2,0.95
DIAMANTE NECKLACE GREEN,3,22.50,2,7.50
FIRE POLISHED GLASS BRACELET MONTAN,6,22.50,1,3.75
GLASS AND BEADS BRACELET IVORY,6,22.50,1,3.75
PINK CAT FLORAL CUSHION COVER,6,22.50,3,3.75
FIRE POLISHED GLASS BRACELET RED,6,22.50,1,3.75
GLASS AND PAINTED BEADS BRACELET TO,6,22.50,1,3.75
PURPLE LAS VEGAS BRACELET ROUND,6,22.50,2,3.75
GLASS AND PAINTED BEADS BRACELET OL,6,22.50,1,3.75
ROSE COLOUR PAIR HEART HAIR SLIDES,6,22.50,3,3.75
"LETTER ""M"" BLING KEY RING",27,22.23,5,0.82
S/3 PINK SQUARE PLANTERS ROSES,2,21.90,2,10.95
"PEARL & SHELL 42""NECKL. IVORY",2,21.50,1,10.75
BIRD ON BRANCH CANVAS SCREEN,11,21.45,1,1.95
ANTIQUE OLIVE GREEN FLOWER EARRINGS,5,21.25,3,4.25
FLORAL BLUE MONSTER,5,21.25,4,4.25
WRAP GREEN RUSSIAN FOLKART,50,21.00,2,0.42
KEEP CALM BIRTHDAY WRAP,50,21.00,2,0.42
MURANO STYLE GLASS BRACELET RED,6,21.00,2,3.50
WRAP A PRETTY THANK YOU,50,21.00,2,0.42
HEAVENS SCENT FRAGRANCE OILS ASSTD,72,20.88,1,0.29
BLACK GEMSTONE BRACELET,3,20.85,3,6.95
WOODLAND MINI RUCKSACK,5,20.75,2,4.15
WHITE ENAMEL FLOWER HAIR TIE,7,20.65,2,2.95
BLACK CRYSTAL DROP EARRINGS,7,20.65,2,2.95
PINK GLASS TASSLE BAG CHARM,7,20.65,3,2.95
GREEN ENAMEL FLOWER HAIR TIE,7,20.65,2,2.95
DROP DIAMANTE EARRINGS BLACK DIAMON,7,20.65,2,2.95
NECKLACE+BRACELET SET BLUE BLOSSOM,8,20.40,3,2.55
CRYSTAL STILETTO PHONE CHARM,24,20.40,2,0.85
PURPLE FRANGIPANI NECKLACE,8,20.40,2,2.55
CLEAR CRYSTAL STAR PHONE CHARM,47,20.39,6,0.43
GOLD TEDDY BEAR,12,20.00,2,1.67
"CAKESTAND, 3 TIER, LOVEHEART",2,19.90,1,9.95
GIANT MEDINA STAMPED METAL BOWL,2,19.90,2,9.95
GREEN PENDANT TRIPLE SHELL NECKLACE,4,19.80,2,4.95
DOTCOMGIFTSHOP TEA TOWEL,12,19.80,1,1.65
TURQ PENDANT TRIPLE SHELL NECKLACE,4,19.80,2,4.95
DOORKNOB CRACKED GLAZE PINK,12,19.80,2,1.65
SILVER BLACK ORBIT BRACELET,4,19.80,3,4.95
PINK SMALL JEWELLED PHOTOFRAME,12,19.80,9,1.65
ENAMEL DINNER PLATE PANTRY,12,19.80,1,1.65
WHITE/PINK MINI CRYSTALS NECKLACE,4,19.80,1,4.95
DOORKNOB CRACKED GLAZE GREEN,12,19.80,2,1.65
YELLOW/ORANGE FLOWER DESIGN PLATE,68,19.72,2,0.29
FRENCH CHATEAU LARGE FRUIT BOWL,10,19.50,4,1.95
"RETRO TIN ASHTRAY,REVOLUTIONARY",52,19.40,4,0.37
BAG OF SILVER STONES,46,19.32,5,0.42
WHITE BEADED GARLAND STRING 20LIGHT,3,19.05,2,6.35
"LETTER ""I"" BLING KEY RING",25,18.77,3,0.75
DAIRY MAID  PUDDING BOWL,5,18.75,2,3.75
CRYSTAL CHANDELIER T-LIGHT HOLDER,3,18.75,1,6.25
CLAM SHELL LARGE,5,18.75,4,3.75
BIRD BOX CHRISTMAS TREE DECORATION,22,18.70,4,0.85
"LETTER ""Y"" BLING KEY RING",61,18.65,3,0.31
"LETTER ""G"" BLING KEY RING",34,18.50,7,0.54
BLACK FEATHER CHRISTMAS DECORATION,96,18.24,7,0.19
CUPID SCENTED CANDLE IN GLASS,11,18.15,4,1.65
BLACK DIAMOND CLUSTER NECKLACE,2,17.90,1,8.95
FIRE POLISHED GLASS NECKL BRONZE,3,17.85,3,5.95
PURPLE FOXGLOVE ARTIIFCIAL FLOWER,7,17.85,2,2.55
AMBER FINE BEAD NECKLACE W TASSEL,3,17.85,2,5.95
MIDNIGHT BLUE COPPER FLOWER NECKLAC,3,17.85,2,5.95
WHITE HEART OF GLASS BRACELET,3,17.85,2,5.95
SILVER/NAT SHELL NECKLACE W PENDANT,3,17.85,3,5.95
VINTAGE GLASS TEA CADDY,3,17.85,3,5.95
GOLD/AMBER DROP EARRINGS W LEAF,6,17.70,1,2.95
ANT SILVER TURQUOISE BOUDICCA RING,6,17.70,1,2.95
2 DAISIES HAIR COMB,6,17.70,1,2.95
PURPLE ENAMEL FLOWER HAIR TIE,6,17.70,1,2.95
DROP DIAMANTE EARRINGS GREEN,6,17.70,1,2.95
CLASSIC DIAMANTE EARRINGS JET,6,17.70,1,2.95
SILVER/CRYSTAL DROP EARRINGS W LEAF,6,17.70,1,2.95
BLACK 3 BEAD DROP EARRINGS,6,17.70,1,2.95
ROUND CACTUS CANDLE,6,17.70,4,2.95
TROPICAL HOLIDAY PURSE,6,17.70,3,2.95
PURPLE GLASS TASSLE BAG CHARM,6,17.70,1,2.95
BLUE EASTER EGG HUNT START POST,9,17.55,4,1.95
PINK/WHITE CHRISTMAS TREE 30CM,46,17.48,2,0.38
STORAGE TIN VINTAGE DOILEY,6,17.34,1,2.89
JAM JAR WITH BLUE LID,24,17.28,1,0.72
"LETTER ""J"" BLING KEY RING",23,17.23,5,0.75
PINK/GREEN FLOWER DESIGN BIG MUG,40,17.16,16,0.43
MINT DINER CLOCK,2,17.00,1,8.50
VINTAGE BEAD PINK JEWEL BOX,4,17.00,3,4.25
NEW BAROQUE LARGE NECKLACE BLK/WHIT,2,17.00,1,8.50
ANTIQUE MID BLUE FLOWER EARRINGS,4,17.00,2,4.25
ENGLISH ROSE SCENTED HANGING HEART,4,17.00,2,4.25
NEW BAROQUE B'FLY NECKLACE GREEN,2,17.00,1,8.50
NEW BAROQUE B'FLY NECKLACE CRYSTAL,2,17.00,1,8.50
GLASS BEAD HOOP NECKLACE BLACK,2,17.00,1,8.50
YELLOW FELT HANGING HEART W FLOWER,20,17.00,3,0.85
GLASS BEAD HOOP NECKLACE MONTANA,2,17.00,2,8.50
PURPLE/COPPER HANGING LAMPSHADE,20,17.00,6,0.85
GLASS BELL JAR LARGE,2,17.00,1,8.50
BLUE/YELLOW FLOWER DESIGN BIG MUG,31,16.77,12,0.54
DIAMANTE HAIR GRIP PACK/2 RUBY,10,16.50,3,1.65
BLUE HOLE PUNCH,13,16.25,7,1.25
VINTAGE BEAD PINK SHADE,13,16.25,2,1.25
PLAYING CARDS VINTAGE DOILEY,13,16.25,2,1.25
OCEAN STRIPE HAMMOCK,2,15.90,1,7.95
BLUE SHARK HELICOPTER,2,15.90,2,7.95
PINK/WHITE RIBBED MELAMINE JUG,2,15.90,2,7.95
GLASS BELL JAR SMALL,4,15.80,1,3.95
GOLD FLOWER CUSHION COVER,8,15.60,2,1.95
BLUE NETTING STORAGE HANGER,8,15.60,6,1.95
75 GREEN FAIRY CAKE CASES,28,15.40,17,0.55
MONTANA DIAMOND CLUSTER EARRINGS,6,15.30,1,2.55
"ACRYLIC JEWEL SNOWFLAKE,PINK",6,15.30,1,2.55
FLOWER FAIRY 5 SUMMER DRAW LINERS,6,15.30,1,2.55
TINY CRYSTAL BRACELET GREEN,6,15.30,1,2.55
PINK DAISY BAG CHARM,6,15.30,1,2.55
BAKING MOULD TOFFEE CUP  CHOCOLATE,6,15.30,1,2.55
DAISY HAIR COMB,6,15.30,1,2.55
LILAC VOTIVE CANDLE,72,15.12,3,0.21
"LETTER ""H"" BLING KEY RING",22,15.02,6,0.68
3 PINK HEN+CHICKS IN BASKET,12,15.00,6,1.25
PINK/WHITE GLASS DEMI CHOKER,2,15.00,1,7.50
RUBY GLASS CLUSTER NECKLACE,2,15.00,1,7.50
DIAMANTE NECKLACE BLACK,2,15.00,1,7.50
DIAMANTE NECKLACE,2,15.00,1,7.50
PINK FLOCK SUEDE CUSHION COVER,12,15.00,2,1.25
ROSE FLOWER CANDLE+INCENSE 16X16CM,4,15.00,2,3.75
PINK FLOCK PHOTO FRAME,12,15.00,1,1.25
SET OF 6 EASTER RAINBOW CHICKS,12,15.00,1,1.25
CLASSIC DIAMANTE NECKLACE JET,2,15.00,1,7.50
WHITE ROSEBUD & PEARL NECKLACE,2,15.00,1,7.50
PAINTED HEART WREATH WITH BELL,12,15.00,1,1.25
SILVER 2 STRAND NECKLACE-LEAF CHARM,2,15.00,2,7.50
ENAMEL MUG PANTRY,12,15.00,1,1.25
PINK ROUND COMPACT MIRROR,12,15.00,1,1.25
FOLDING MIRROR RED,18,14.94,2,0.83
FOLDING MIRROR IVORY,18,14.94,2,0.83
CURIOUS IMAGES SCRAP BOOK SET,3,14.85,1,4.95
RESIN BRACELET W PASTEL BEADS,3,14.85,2,4.95
DIAMANTE HAIR GRIP PACK/2 BLACK DIA,9,14.85,3,1.65
COTE D'AZURE NECKLACE,3,14.85,2,4.95
GREEN WITH METAL BAG CHARM,3,14.85,1,4.95
ORANGE PENDANT TRIPLE SHELL NECKLAC,3,14.85,1,4.95
BLACK GLASS BRACELET W HEART CHARMS,3,14.85,1,4.95
ROSE PENDANT TRIPLE SHELL NECKLACE,3,14.85,1,4.95
DIAMANTE HAIR GRIP PACK/2 LT ROSE,9,14.85,3,1.65
WHITE WITH METAL BAG CHARM,3,14.85,1,4.95
SILVER/AMETHYST DROP EARRINGS LEAF,5,14.75,4,2.95
AMETHYST HOOP EARRING FLORAL LEAF,5,14.75,3,2.95
CROCHET ROSE DES CLOTHES HANGER,5,14.75,1,2.95
PASTEL BLUE PHOTO ALBUM,29,14.50,2,0.50
HOLLY TOP CHRISTMAS STOCKING,17,14.45,6,0.85
YELLOW/PINK FLOWER DESIGN BIG MUG,33,14.43,14,0.44
CAROUSEL PONIES BABY BIB,33,14.37,12,0.44
BLUE CHECK BAG W HANDLE 34X20CM,17,14.11,5,0.83
MURANO STYLE GLASS BRACELET BLACK,4,14.00,2,3.50
"WALL ART , THE MAGIC FOREST",2,13.90,1,6.95
CRYSTAL CZECH CROSS PHONE CHARM,19,13.69,4,0.72
LIGHT PINK FLOCK GLASS CANDLEHOLDER,36,13.68,3,0.38
GREEN/BLUE FLOWER DESIGN BIG MUG,23,13.65,8,0.59
PINK HANGING GINGHAM EASTER HEN,32,13.44,5,0.42
BLUE HANGING GINGHAM EASTER HEN,32,13.44,5,0.42
GREEN DROP EARRINGS W BEAD CLUSTER,4,13.40,1,3.35
CHRISTMAS TABLE CANDLE SILVER SPIKE,16,13.28,1,0.83
GREEN/BLUE CERAMIC CANDLE HOLDER,8,13.20,1,1.65
DIAMANTE HAIR GRIP PACK/2 MONTANA,8,13.20,3,1.65
72 CAKE CASES VINTAGE CHRISTMAS,24,13.20,1,0.55
WISE MAN STAR SHAPE EGG PAN,24,13.14,6,0.55
PINK TALL PORCELAIN T-LIGHT HOLDER,5,12.75,4,2.55
SET/3 TALL GLASS CANDLE HOLDER PINK,1,12.75,1,12.75
5 STRAND GLASS NECKLACE AMBER,2,12.70,2,6.35
5 STRAND GLASS NECKLACE AMETHYST,2,12.70,1,6.35
BLUE FLOCK CUSHION COVER,6,12.50,2,2.08
MARIE ANTOIENETT TRINKET BOX GOLD,1,12.50,1,12.50
BLUE TEATIME PRINT BOWL,10,12.50,2,1.25
ASS COL SMALL SAND GECKO P'WEIGHT,29,12.18,9,0.42
PURPLE CHUNKY GLASS+BEAD NECKLACE,1,11.95,1,11.95
LASER CUT MULTI STRAND NECKLACE,1,11.95,1,11.95
PINK BAROQUE FLOCK CANDLE HOLDER,2,11.90,1,5.95
BLUE WHITE PLASTIC RINGS LAMPSHADE,14,11.90,5,0.85
BLUE GINGHAM ROSE CUSHION COVER,2,11.90,1,5.95
RED WHITE SCARF  HOT WATER BOTTLE,3,11.85,2,3.95
GLASS BEAD HOOP EARRINGS BLACK,4,11.80,1,2.95
GLASS BEAD HOOP EARRINGS AMETHYST,4,11.80,1,2.95
ECONOMY HOLIDAY PURSE,4,11.80,4,2.95
BLUE BREAKFAST CUP AND SAUCER,4,11.80,3,2.95
"ACRYLIC JEWEL ICICLE, BLUE",31,11.78,3,0.38
POP ART PUSH DOWN RUBBER,98,11.76,2,0.12
QUEEN OF THE SKIES HOLIDAY PURSE,3,11.69,3,3.90
BLUE GREEN EMBROIDERY COSMETIC BAG,3,11.69,3,3.90
SET/4 GARDEN ROSE DINNER CANDLE,7,11.55,3,1.65
SMALL SINGLE FLAME CANDLE HOLDER,33,11.55,6,0.35
PINK HEART RED HANDBAG,4,11.31,3,2.83
"FOOD COVER WITH BEADS , SET 2 SIZES",3,11.25,1,3.75
PINK EASTER HENS+FLOWER,3,11.25,1,3.75
POCKET MIRROR WOODLAND,9,11.25,4,1.25
JET BLACK LAS VEGAS BRACELET ROUND,3,11.25,1,3.75
GINGHAM OVEN GLOVE RED HEART,3,11.25,2,3.75
THE KING GIFT BAG,17,11.05,6,0.65
"LETTER ""P"" BLING KEY RING",28,11.00,6,0.39
YELLOW PINK FLOWER DESIGN BIG BOWL,28,10.92,3,0.39
THE KING GIFT BAG 25x24x12cm,26,10.92,7,0.42
"S/4 ICON COASTER,ELVIS LIVES",25,10.61,9,0.42
FLAG OF ST GEORGE CAR FLAG,25,10.50,1,0.42
WRAP BLUE RUSSIAN FOLKART,25,10.50,1,0.42
WRAP  PINK FLOCK,25,10.50,1,0.42
FOLKART CHRISTMAS TREE T-LIGHT HOLD,27,10.26,2,0.38
MULTICOLOUR POLKADOT PLATE,12,10.20,1,0.85
FOLKART ZINC STAR CHRISTMAS DEC,12,10.20,3,0.85
BLUE ORGANDY ROUND LAMPSHADE W BEA,12,10.20,4,0.85
PINK BOUDOIR T-LIGHT HOLDER,12,10.20,1,0.85
LILAC GAUZE BUTTERFLY LAMPSHADE,24,10.08,6,0.42
"LETTER ""N"" BLING KEY RING",18,10.02,5,0.56
